alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers,call_id,fired_at,symbol,session,r_planned,channel,outcome,r_result,r_actual,points_result,mfe_r,mae_r,duration_sec,resolved_at,lane
11d9ce18ef,2026-09-21T01:10:28.792015+00:00,GC,1h,VWAP_BOUNCE_BULL,LONG,4418.2,4393.1772,4469.9,2.07,swing_level_sweet,6,56,MEDIUM,,,55.4,16.1139,20.94,MIXED,1,0.3,0,CLOSED,LOSS,3,4393.1772,56,,2026-09-21,,,,#GC-0920-3P,2026-09-21T01:10:28.792015+00:00,CON.F.US.GCE.Z26,Asia,2.07,lab (not sent),LOSS,-1.0,-1.0,-25.0228,0.156,1.087,14147,2026-09-21T05:06:16.407021+00:00,lab
290a6b56da,2026-09-21T01:11:29.051281+00:00,GC,4h,STOCH_REVERSAL_BEAR,SHORT,4409.0,4448.7059,4329.2,2.01,swing_level_sweet,6,68,HIGH,,,54.19,39.5147,18.1,MIXED,1,0.27,0,CLOSED,WIN,4,4383.8,68,,2026-09-21,,,,#GC-0920-3V,2026-09-21T01:11:29.051281+00:00,CON.F.US.GCE.Z26,Asia,2.01,lab (not sent),WIN,0.635,0.635,25.2,1.227,0.33,67417,2026-09-21T19:55:06.616270+00:00,lab
39132a59e2,2026-09-21T01:31:37.541511+00:00,BTC,15m,VWAP_REJECT_BEAR,SHORT,81596.23,82139.2513,80178.85,2.61,swing_level_sweet,10,31,REJECT,,,59.46,260.7064,35.25,LH_LL,1,0.14,0,CLOSED,LOSS,27,82139.2513,31,,2026-09-21,,,,#BTC-0920-CE,2026-09-21T01:31:37.541511+00:00,BTC/USD,Asia,2.61,lab (not sent),LOSS,-1.0,-1.0,-543.0213,1.397,1.155,24953,2026-09-21T08:27:30.756787+00:00,lab
257d8a8197,2026-09-21T01:41:39.495132+00:00,GC,1h,VWAP_BOUNCE_BULL,LONG,4417.6,4393.1315,4469.9,2.14,swing_level_sweet,6,56,MEDIUM,,,55.17,16.3425,21.15,MIXED,1,0.81,0,CLOSED,LOSS,3,4393.1315,56,,2026-09-21,,,,#GC-0920-RN,2026-09-21T01:41:39.495132+00:00,CON.F.US.GCE.Z26,Asia,2.14,lab (not sent),LOSS,-1.0,-1.0,-24.4685,0.163,1.087,12277,2026-09-21T05:06:16.878364+00:00,lab
1378c14f43,2026-09-21T01:55:42.434807+00:00,BTC,15m,MACD_CROSS_BEAR,SHORT,80962.03,81748.9896,77900.0,3.89,swing_level,10,35,REJECT,,,42.45,301.6318,31.08,LH_LL,1,2.85,0,CLOSED,LOSS,14,81748.9896,35,,2026-09-21,,,,#BTC-0920-PP,2026-09-21T01:55:42.434807+00:00,BTC/USD,Asia,3.89,lab (not sent),LOSS,-1.0,-1.0,-786.9596,0.036,1.06,13239,2026-09-21T05:36:22.183144+00:00,lab
4ce09d0477,2026-09-21T02:41:49.656175+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4404.5,4429.7094,4329.2,2.99,swing_level_sweet,2,14,REJECT,,,53.23,38.0468,17.38,LH_LL,2,0.12,0,CLOSED,WIN,4,4383.8,14,,2026-09-21,,,,#GC-0920-HQ,2026-09-21T02:41:49.656175+00:00,CON.F.US.GCE.Z26,Asia,2.99,lab (not sent),WIN,0.821,0.821,20.7,1.753,0.337,61997,2026-09-21T19:55:06.988680+00:00,lab
bb81381446,2026-09-21T03:11:53.702573+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4404.5,4429.7094,4329.2,2.99,swing_level_sweet,2,14,REJECT,,,53.23,38.0468,17.38,LH_LL,3,0.12,0,CLOSED,WIN,4,4383.8,14,,2026-09-21,,,,#GC-0920-N2,2026-09-21T03:11:53.702573+00:00,CON.F.US.GCE.Z26,Asia,2.99,lab (not sent),WIN,0.821,0.821,20.7,1.753,0.337,60193,2026-09-21T19:55:07.363900+00:00,lab
ec2074f63b,2026-09-21T03:46:05.825726+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4405.3,4429.7422,4355.6,2.03,swing_level_sweet,2,14,REJECT,,,53.38,38.2111,17.38,LH_LL,3,0.27,0,CLOSED,WIN,4,4383.8,14,,2026-09-21,,,,#GC-0920-U5,2026-09-21T03:46:05.825726+00:00,CON.F.US.GCE.Z26,Asia,2.03,lab (not sent),WIN,0.88,0.88,21.5,1.841,0.315,58141,2026-09-21T19:55:07.725552+00:00,lab
290b24d477,2026-09-21T04:16:09.692161+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4405.3,4429.7422,4355.6,2.03,swing_level_sweet,2,14,REJECT,,,53.38,38.2111,17.38,LH_LL,4,0.27,0,CLOSED,WIN,3,4383.8,14,,2026-09-21,,,,#GC-0921-Q5,2026-09-21T04:16:09.692161+00:00,CON.F.US.GCE.Z26,Asia,2.03,lab (not sent),WIN,0.88,0.88,21.5,1.841,0.315,56338,2026-09-21T19:55:08.113009+00:00,lab
c1f721a50e,2026-09-21T04:46:13.799480+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4399.1,4429.7894,4329.2,2.28,swing_level_sweet,2,14,REJECT,,,52.23,38.4468,17.47,LH_LL,4,0.36,0,CLOSED,WIN,3,4383.8,14,,2026-09-21,,,,#GC-0921-YU,2026-09-21T04:46:13.799480+00:00,CON.F.US.GCE.Z26,Asia,2.28,lab (not sent),WIN,0.499,0.499,15.3,1.264,0.453,54534,2026-09-21T19:55:08.525265+00:00,lab
00a93775fb,2026-09-21T05:16:19.399517+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4399.1,4429.7894,4329.2,2.28,swing_level_sweet,1,14,REJECT,,,52.23,38.4468,17.47,LH_LL,5,0.36,0,CLOSED,WIN,3,4383.8,14,,2026-09-21,,,,#GC-0921-7C,2026-09-21T05:16:19.399517+00:00,CON.F.US.GCE.Z26,Asia,2.28,lab (not sent),WIN,0.499,0.499,15.3,1.264,0.453,52729,2026-09-21T19:55:08.925378+00:00,lab
1683c6fe43,2026-09-21T05:46:26.014011+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4390.5,4429.8736,4293.0,2.48,swing_level_sweet,-1,14,REJECT,,,50.71,38.8682,17.64,LH_LL,5,0.5,0,CLOSED,WIN,3,4383.8,14,,2026-09-21,,,,#GC-0921-G8,2026-09-21T05:46:26.014011+00:00,CON.F.US.GCE.Z26,Asia,2.48,lab (not sent),WIN,0.17,0.17,6.7,0.767,0.571,50923,2026-09-21T19:55:09.328343+00:00,lab
dc6670fe51,2026-09-21T16:00:45.473285+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4379.5,4420.2501,4293.0,2.12,swing_level_sweet,-3,14,REJECT,,,48.67,36.2507,16.57,LH_LL,16,0.68,0,CLOSED,LOSS,0,4383.8,14,,2026-09-21,,,,#GC-0921-FQ,2026-09-21T16:00:45.473285+00:00,CON.F.US.GCE.Z26,NY mid,2.12,lab (not sent),LOSS,-0.106,-0.106,-4.3,0.093,0.398,14064,2026-09-21T19:55:09.747235+00:00,lab
944ad24da3,2026-09-21T16:00:45.478367+00:00,GC,4h,MACD_CROSS_BEAR,SHORT,4379.5,4423.8752,4281.2,2.22,swing_level_sweet,-3,76,HIGH,,intraday (hours) - flat by 4PM ET,48.67,36.2507,16.57,LH_LL,16,0.68,0,CLOSED,LOSS,0,4383.8,76,,2026-09-21,0,0,,#GC-0921-89,2026-09-21T16:00:45.478367+00:00,CON.F.US.GCE.Z26,NY mid,2.22,control,LOSS,-0.097,-0.097,-4.3,0.086,0.365,14064,2026-09-21T19:55:10.132259+00:00,real
26504b361d,2026-09-22T03:15:21.226001+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85568.01,84844.0631,87397.0,2.53,swing_level_sweet,10,26,REJECT,,,60.29,603.2891,54.33,HH_HL,3,0.1,0,OPEN,,,,26,,2026-09-22,,,,#BTC-0921-E7,2026-09-22T03:15:21.226001+00:00,BTC/USD,Asia,2.53,lab (not sent),,,,,,,,,lab
681cbdb499,2026-09-22T03:45:25.452444+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85526.56,84788.1736,87397.0,2.53,swing_level_sweet,10,26,REJECT,,,59.69,615.322,54.08,HH_HL,3,0.26,0,OPEN,,,,26,,2026-09-22,,,,#BTC-0921-KR,2026-09-22T03:45:25.452444+00:00,BTC/USD,Asia,2.53,lab (not sent),,,,,,,,,lab
f591916d13,2026-09-22T04:15:37.391148+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85605.46,84908.5398,87397.0,2.57,swing_level_sweet,10,26,REJECT,,,60.78,580.7668,52.35,HH_HL,4,0.09,0,OPEN,,,,26,,2026-09-22,,,,#BTC-0922-6U,2026-09-22T04:15:37.391148+00:00,BTC/USD,Asia,2.57,lab (not sent),,,,,,,,,lab
6cb05759f6,2026-09-22T04:55:43.281436+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85521.27,84809.5247,87397.0,2.64,swing_level_sweet,10,26,REJECT,,,59.45,593.1211,52.35,HH_HL,4,0.3,0,OPEN,,,,26,,2026-09-22,,,,#BTC-0922-MK,2026-09-22T04:55:43.281436+00:00,BTC/USD,Asia,2.64,lab (not sent),,,,,,,,,lab
